resp,no2,so2,rsp,o3,temp,hum,day,month,year,date,weekday
230,60.34,12.63,58.26,43.8,22,75,25,11,1996,11/25/1996,mon
214,71.75,18.99,63.51,43.81,23.2,73,26,11,1996,11/26/1996,tue
231,67.25,14.94,79.59,54.61,23.7,70,27,11,1996,11/27/1996,wed
185,52.46,9.9,76.36,58.55,21.6,75,28,11,1996,11/28/1996,thur
212,70.08,16.37,94.78,49.74,22.9,71,29,11,1996,11/29/1996,fri
171,52.56,10.8,64.72,45.24,19,57,30,11,1996,11/30/1996,sat
193,48.06,9.55,64.95,56.86,18.2,44,1,12,1996,12/1/1996,sun
172,50.97,15.84,84.8,26.93,17.3,60,2,12,1996,12/2/1996,mon
215,48.42,8.07,46.79,33.61,19.1,75,3,12,1996,12/3/1996,tue
221,64.18,14.68,45.55,17.24,21.1,82,4,12,1996,12/4/1996,wed
211,53.9,17.81,75.9,38.11,19.4,66,5,12,1996,12/5/1996,thur
158,53.18,13.23,75.74,42.18,15.4,42,6,12,1996,12/6/1996,fri
171,62.61,11.33,53.9,53.43,16.1,37,7,12,1996,12/7/1996,sat
213,65.26,18.47,73.59,39.36,17.3,52,8,12,1996,12/8/1996,sun
224,58.13,10.06,56.33,7.28,16.6,68,9,12,1996,12/9/1996,mon
174,76.7,21.51,68.7,28.11,16.8,53,10,12,1996,12/10/1996,tue
227,95.81,28.81,97.64,31.36,17.9,54,11,12,1996,12/11/1996,wed
221,105.16,28.24,117.02,43.18,18.9,71,12,12,1996,12/12/1996,thur
203,104.68,31.29,111.3,37.05,18.5,49,13,12,1996,12/13/1996,fri
198,85.88,20.49,104.31,63.74,18.6,63,14,12,1996,12/14/1996,sat
208,64.03,12.5,76.23,76.93,18.8,68,15,12,1996,12/15/1996,sun
272,95.37,27.09,88.63,22.29,20.4,71,16,12,1996,12/16/1996,mon
212,104.83,32.51,109.45,23.86,21.4,64,17,12,1996,12/17/1996,tue
244,66.04,16.57,104.16,54.02,18.5,65,18,12,1996,12/18/1996,wed
219,81.95,31.71,118.05,38.61,17.5,65,19,12,1996,12/19/1996,thur
179,73.91,16.51,101.78,40.49,17,66,20,12,1996,12/20/1996,fri
206,92.42,22.39,105.43,41.55,17.3,67,21,12,1996,12/21/1996,sat
221,94.15,27.35,89.1,59.24,18.1,64,22,12,1996,12/22/1996,sun
261,84.22,18.49,79.45,56.49,17.9,61,23,12,1996,12/23/1996,mon
234,103.8,29.36,113.03,34.16,17.7,70,24,12,1996,12/24/1996,tue
213,108.56,39.6,109.66,48.93,18.2,67,25,12,1996,12/25/1996,wed
225,76.41,20.46,75.4,40.61,19.1,75,26,12,1996,12/26/1996,thur
227,61.09,14.35,45.34,48.68,19,75,27,12,1996,12/27/1996,fri
222,66.4,13.7,50.51,61.36,19,68,28,12,1996,12/28/1996,sat
189,87.43,24.53,73.57,21.61,19,71,29,12,1996,12/29/1996,sun
230,117.14,38.7,118.97,19.93,19.2,77,30,12,1996,12/30/1996,mon
184,85.84,26.76,78.96,35.68,19.3,79,31,12,1996,12/31/1996,tue
181,111.37,52.68,103.46,13.8,19.8,75,1,1,1997,1/1/1997,wed
227,73.27,18.79,142.78,66.8,19.5,75,2,1,1997,1/2/1997,thur
186,61.8,9.4,96.83,32.11,17,87,3,1,1997,1/3/1997,fri
178,72.19,16.42,43,5.61,17.6,87,4,1,1997,1/4/1997,sat
172,49.21,10.36,78.54,45.61,16.8,64,5,1,1997,1/5/1997,sun
214,62.93,14.39,74.93,51.61,15.5,66,6,1,1997,1/6/1997,mon
176,68.38,19.51,86.38,41.17,15.6,68,7,1,1997,1/7/1997,tue
206,60.78,16.47,78.07,40.49,14,62,8,1,1997,1/8/1997,wed
191,61.8,16.39,79.31,36.24,13.1,58,9,1,1997,1/9/1997,thur
197,74.24,21.37,83.82,40.74,13.7,54,10,1,1997,1/10/1997,fri
166,88.41,27.38,70.86,32.49,14.8,47,11,1,1997,1/11/1997,sat
208,69.57,14.24,71.23,70.11,15.6,64,12,1,1997,1/12/1997,sun
237,66.69,13.42,82.29,66.42,16.8,67,13,1,1997,1/13/1997,mon
204,72.65,13.72,60.32,28.11,18.6,74,14,1,1997,1/14/1997,tue
197,61.02,11.2,58.46,47.36,17.8,78,15,1,1997,1/15/1997,wed
205,75.03,15.89,70.15,36.36,18.2,79,16,1,1997,1/16/1997,thur
199,65.27,11.71,48.84,46.61,18.6,79,17,1,1997,1/17/1997,fri
193,86.44,21.31,69.62,23.11,19.2,81,18,1,1997,1/18/1997,sat
192,66.01,18.25,76.14,27.92,18.4,79,19,1,1997,1/19/1997,sun
215,79.22,18.5,88.06,20.34,18.7,83,20,1,1997,1/20/1997,mon
210,71.76,14.42,71.5,20.86,19.6,81,21,1,1997,1/21/1997,tue
184,46.16,5.19,62.37,36.86,17,82,22,1,1997,1/22/1997,wed
201,48.94,7.44,27.93,12.05,15.9,95,23,1,1997,1/23/1997,thur
168,49.42,10.59,32.21,26.24,12,70,24,1,1997,1/24/1997,fri
171,53.41,11.76,54.24,11.92,11.5,71,25,1,1997,1/25/1997,sat
174,74.44,19.84,76.72,36.86,14.2,60,26,1,1997,1/26/1997,sun
215,95.32,33.26,101.72,42.67,15,51,27,1,1997,1/27/1997,mon
197,88.22,26.57,79.14,23.99,15.8,49,28,1,1997,1/28/1997,tue
178,82.32,16.7,68.25,38.46,17.3,61,29,1,1997,1/29/1997,wed
207,82.36,17.46,77.21,41.8,19.1,62,30,1,1997,1/30/1997,thur
183,73.08,15.26,73.28,29.55,20.6,80,31,1,1997,1/31/1997,fri
173,53.98,7.84,70.15,43.74,17.9,80,1,2,1997,2/1/1997,sat
194,52.6,5.65,33.48,20.92,17.8,93,2,2,1997,2/2/1997,sun
197,45.24,6.21,14.33,17.3,15.1,92,3,2,1997,2/3/1997,mon
163,49.37,9.81,26.47,22.24,15.8,84,4,2,1997,2/4/1997,tue
138,48.17,9.8,35.83,13.49,16.2,82,5,2,1997,2/5/1997,wed
133,35.99,4.21,20.62,23.86,14.7,92,6,2,1997,2/6/1997,thur
135,36.35,5.86,18.94,9.17,14.6,91,7,2,1997,2/7/1997,fri
176,44.7,12.36,35.97,15.11,14.3,85,8,2,1997,2/8/1997,sat
196,48.04,9.29,41.77,10.92,15.5,86,9,2,1997,2/9/1997,sun
238,37.12,5.85,36.05,9.67,15.8,84,10,2,1997,2/10/1997,mon
200,40.44,6.56,45.82,27.24,14.9,72,11,2,1997,2/11/1997,tue
172,43.46,5.99,56.62,23.42,14.1,86,12,2,1997,2/12/1997,wed
212,46.26,6.51,53.33,28.67,13.9,84,13,2,1997,2/13/1997,thur
190,47.7,5.45,42.07,53.05,14.4,76,14,2,1997,2/14/1997,fri
185,51.01,9.59,36.93,2.61,14.4,89,15,2,1997,2/15/1997,sat
204,42.36,5.53,25.66,9.36,13.4,81,16,2,1997,2/16/1997,sun
224,46.04,8.79,52.96,7.51,13.4,81,17,2,1997,2/17/1997,mon
188,49.39,11.38,57.14,18.24,13.7,77,18,2,1997,2/18/1997,tue
197,56.64,13.18,67.24,55.49,15,63,19,2,1997,2/19/1997,wed
229,80.95,18.42,62.57,50.98,16.1,55,20,2,1997,2/20/1997,thur
222,85.05,20.48,71.07,62.11,17.4,64,21,2,1997,2/21/1997,fri
204,54.4,11.4,69.2,89.3,16.9,63,22,2,1997,2/22/1997,sat
195,46.38,7.97,56.02,81.67,16.5,72,23,2,1997,2/23/1997,sun
250,58.5,9.86,45.17,59.92,18.3,72,24,2,1997,2/24/1997,mon
255,65.74,10.1,48.26,46.61,20.1,74,25,2,1997,2/25/1997,tue
244,60.8,9.67,44.48,41.55,21.5,77,26,2,1997,2/26/1997,wed
246,55.66,11.77,49.95,78.76,20.3,75,27,2,1997,2/27/1997,thur
256,79.11,35.59,61.49,30.36,20.2,80,28,2,1997,2/28/1997,fri
207,92.18,55,89.34,20.24,20.6,81,1,3,1997,3/1/1997,sat
185,44.47,6.91,32.22,40.05,18.2,74,2,3,1997,3/2/1997,sun
216,58.48,9.47,33.36,24.86,16.1,69,3,3,1997,3/3/1997,mon
239,75.48,14.11,72.98,37.24,17.1,69,4,3,1997,3/4/1997,tue
223,71.75,13.74,73.51,40.67,18.4,72,5,3,1997,3/5/1997,wed
252,84.8,19.42,66.49,23.55,20.4,76,6,3,1997,3/6/1997,thur
175,73.88,21.6,62.54,16.42,21.4,79,7,3,1997,3/7/1997,fri
202,56.74,8.45,47.75,33.61,21.7,80,8,3,1997,3/8/1997,sat
212,46.97,4.09,55.13,60.67,20,84,9,3,1997,3/9/1997,sun
264,53.98,7.98,49.27,29.55,22,81,10,3,1997,3/10/1997,mon
260,55.78,7.2,48.13,24.05,22.1,84,11,3,1997,3/11/1997,tue
237,52.11,8.09,44.88,15.3,21.9,90,12,3,1997,3/12/1997,wed
219,48.12,18.69,44,21.3,23,84,13,3,1997,3/13/1997,thur
227,43.78,24.28,41.21,2.8,23.4,83,14,3,1997,3/14/1997,fri
209,46.1,43.42,44.28,10.49,23.9,81,15,3,1997,3/15/1997,sat
177,45.44,7.97,46.34,26.74,21.3,89,16,3,1997,3/16/1997,sun
197,41.48,9.09,39.38,8.24,18.8,83,17,3,1997,3/17/1997,mon
191,48.72,4.6,36.05,33.3,19,82,18,3,1997,3/18/1997,tue
215,74.28,25.21,40.08,34.17,20.7,85,19,3,1997,3/19/1997,wed
177,55.74,13.24,39.84,6.42,18.6,82,20,3,1997,3/20/1997,thur
191,67.15,19.37,54.83,8.42,19.2,93,21,3,1997,3/21/1997,fri
207,57.8,42.93,76.73,0.36,19,93,22,3,1997,3/22/1997,sat
189,37.96,7.13,25.84,6.05,16.8,84,23,3,1997,3/23/1997,sun
198,50.37,7,47.91,62.8,17.2,71,24,3,1997,3/24/1997,mon
202,53.92,5.44,41.97,52.74,18.3,80,25,3,1997,3/25/1997,tue
208,73.48,15.43,44.27,38.67,21.3,81,26,3,1997,3/26/1997,wed
217,54.32,6.31,47.05,54.49,19.8,80,27,3,1997,3/27/1997,thur
213,62.38,8.19,44.63,31.3,18.9,90,28,3,1997,3/28/1997,fri
196,69.96,11.6,44.4,6.36,20.6,93,29,3,1997,3/29/1997,sat
232,54.7,7.62,33.29,59.86,21.6,82,30,3,1997,3/30/1997,sun
252,47.98,5.9,81.52,97.17,20.6,80,31,3,1997,3/31/1997,mon
267,54.43,5.92,56.4,42.3,19.9,84,1,4,1997,4/1/1997,tue
265,60.18,11.62,61.65,23.17,22.2,88,2,4,1997,4/2/1997,wed
223,49.3,13.76,36.95,6.8,23.1,90,3,4,1997,4/3/1997,thur
231,93.06,33.22,47.87,11.8,21.4,88,4,4,1997,4/4/1997,fri
201,112.42,64.26,120.35,11.74,21.7,86,5,4,1997,4/5/1997,sat
222,59.95,14.46,55.28,27.05,20.9,93,6,4,1997,4/6/1997,sun
216,59.56,6.49,58.94,25.42,20.4,89,7,4,1997,4/7/1997,mon
224,79.85,26.57,90.76,11.67,22.8,89,8,4,1997,4/8/1997,tue
231,69.65,29.13,70.64,0.99,23.4,93,9,4,1997,4/9/1997,wed
224,56.18,4.28,38.12,29.55,20.8,93,10,4,1997,4/10/1997,thur
218,68.97,14.37,45.96,45.24,22.2,82,11,4,1997,4/11/1997,fri
206,56.1,6.58,48.43,74.92,22.4,78,12,4,1997,4/12/1997,sat
215,61.7,6.28,66.48,55.55,22.3,88,13,4,1997,4/13/1997,sun
253,68.93,20.27,42.18,5.17,23.3,92,14,4,1997,4/14/1997,mon
239,74.64,50.1,53.02,21.8,25.8,81,15,4,1997,4/15/1997,tue
205,52.38,5.37,40.32,61.61,22.7,82,16,4,1997,4/16/1997,wed
239,56.71,4.78,70.39,72.71,22.3,82,17,4,1997,4/17/1997,thur
209,67.75,15.85,72.96,11.92,23.7,89,18,4,1997,4/18/1997,fri
246,57.28,4.45,69.63,40.99,23,92,19,4,1997,4/19/1997,sat
205,46.62,2.18,56.53,51.86,22.4,87,20,4,1997,4/20/1997,sun
251,62.97,11.35,53.47,17.8,24.3,88,21,4,1997,4/21/1997,mon
218,56.89,10.96,51.1,29.61,24.6,84,22,4,1997,4/22/1997,tue
219,46.2,5.22,52.09,85.24,22.9,75,23,4,1997,4/23/1997,wed
242,53.9,7.82,47.39,68.86,21.6,61,24,4,1997,4/24/1997,thur
230,62.21,8.72,50.2,45.99,21,71,25,4,1997,4/25/1997,fri
237,81.1,10.37,69.64,101.61,22,59,26,4,1997,4/26/1997,sat
221,87.74,10.44,68.54,85.49,23,62,27,4,1997,4/27/1997,sun
249,89.76,21.07,65.82,25.05,25,74,28,4,1997,4/28/1997,mon
240,50.98,34.74,37.98,24.49,26.1,81,29,4,1997,4/29/1997,tue
266,53.56,29.64,35.59,18.8,25.4,84,30,4,1997,4/30/1997,wed
251,62.29,29.86,41.17,22.46,25.6,82,1,5,1997,5/1/1997,thur
235,47.9,20.81,33.21,38.8,27,77,2,5,1997,5/2/1997,fri
211,43.29,16.54,33.07,12.61,26.8,83,3,5,1997,5/3/1997,sat
218,46.33,5.94,22.06,17.05,24.7,90,4,5,1997,5/4/1997,sun
228,42.89,8.98,25.16,18.17,24.5,89,5,5,1997,5/5/1997,mon
239,52.22,10.63,26.17,17.49,25.4,85,6,5,1997,5/6/1997,tue
238,57.79,23.92,27.31,10.74,24.6,90,7,5,1997,5/7/1997,wed
222,40.22,14.47,30.37,3.11,25.4,92,8,5,1997,5/8/1997,thur
202,60.52,18.98,35.04,7.61,23.9,92,9,5,1997,5/9/1997,fri
199,60.36,4.85,48.44,43.86,23,93,10,5,1997,5/10/1997,sat
226,35.11,5.08,37.58,20.86,26.6,85,11,5,1997,5/11/1997,sun
286,37.09,11.94,30.55,17.86,27.9,82,12,5,1997,5/12/1997,mon
262,34.31,10.29,27.89,22.17,28.2,81,13,5,1997,5/13/1997,tue
268,39.31,25.39,30.91,28.65,28.4,77,14,5,1997,5/14/1997,wed
292,36.5,24.36,28.23,22.3,28.8,76,15,5,1997,5/15/1997,thur
240,30.94,10.85,27.77,20.61,28.9,77,16,5,1997,5/16/1997,fri
253,54.74,20.26,31.14,15.86,26.8,84,17,5,1997,5/17/1997,sat
276,39.08,12.55,29.72,22.3,28.2,83,18,5,1997,5/18/1997,sun
316,57.89,17.33,38.81,12.67,28.4,83,19,5,1997,5/19/1997,mon
291,70.28,15.45,55.87,40.05,26.5,80,20,5,1997,5/20/1997,tue
232,57.94,5.9,82.55,83.67,24.7,85,21,5,1997,5/21/1997,wed
249,52.9,4.92,38.27,60.67,23.4,90,22,5,1997,5/22/1997,thur
273,54.18,7.6,26.45,15.3,23.1,85,23,5,1997,5/23/1997,fri
267,61.62,6.72,30.19,34.05,23.3,80,24,5,1997,5/24/1997,sat
289,64.65,9.57,61.82,115.74,25.5,57,25,5,1997,5/25/1997,sun
310,85.45,21.91,46.93,33.51,25.6,62,26,5,1997,5/26/1997,mon
294,89.17,25.53,51.06,50.17,26,74,27,5,1997,5/27/1997,tue
306,75.15,20.68,53.72,51.49,26.3,78,28,5,1997,5/28/1997,wed
292,90.04,34.92,75.81,26.36,26.3,80,29,5,1997,5/29/1997,thur
261,113.21,46.65,99.7,52.55,26.5,82,30,5,1997,5/30/1997,fri
261,80.63,37.68,82.46,64.61,27.6,80,31,5,1997,5/31/1997,sat
301,39.99,17.9,30.32,24.11,27.7,84,1,6,1997,6/1/1997,sun
332,43.6,30.78,30.3,22.67,28.8,79,2,6,1997,6/2/1997,mon
250,45.27,19.1,34.99,13.92,28,87,3,6,1997,6/3/1997,tue
257,53.37,19.79,36.33,16.86,27.5,87,4,6,1997,6/4/1997,wed
269,42.38,18.6,44.97,24.55,29.3,81,5,6,1997,6/5/1997,thur
271,35.92,11.91,41.94,27.3,29.3,80,6,6,1997,6/6/1997,fri
259,30.06,17.47,43.8,10.11,29.5,78,7,6,1997,6/7/1997,sat
266,22.92,9.37,37.04,22.11,29.6,77,8,6,1997,6/8/1997,sun
276,26.16,11.51,34.97,24.92,29.5,78,9,6,1997,6/9/1997,mon
296,51.98,24.68,39.97,23.99,28.3,82,10,6,1997,6/10/1997,tue
246,95.01,72.11,77.75,16.17,26.5,82,11,6,1997,6/11/1997,wed
247,90.6,44.6,76.96,49.67,27.3,84,12,6,1997,6/12/1997,thur
218,63.88,8.25,30.84,12.17,25.4,94,13,6,1997,6/13/1997,fri
218,62.9,22.45,28.67,12.17,25.5,92,14,6,1997,6/14/1997,sat
255,42.33,3.38,17.72,44.99,24.6,91,15,6,1997,6/15/1997,sun
244,46.72,4.74,20.42,11.17,23.8,97,16,6,1997,6/16/1997,mon
224,56.54,4.52,37.29,61.3,23.6,93,17,6,1997,6/17/1997,tue
241,55.42,5.98,43.95,55.42,24.1,89,18,6,1997,6/18/1997,wed
264,50.99,5.61,48.93,50.51,25.8,85,19,6,1997,6/19/1997,thur
261,59.23,28.32,41.39,31.49,27.4,85,20,6,1997,6/20/1997,fri
242,51.21,21.87,29.03,19.55,27.6,85,21,6,1997,6/21/1997,sat
230,52.46,19.69,27.55,7.86,26.6,92,22,6,1997,6/22/1997,sun
276,54.18,22.79,31.49,24.92,28.2,83,23,6,1997,6/23/1997,mon
232,53.69,31.2,30.2,13.8,28,83,24,6,1997,6/24/1997,tue
263,48.99,30.15,32.58,24.55,28.5,83,25,6,1997,6/25/1997,wed
260,55.21,37.72,42.67,3.61,27.4,89,26,6,1997,6/26/1997,thur
275,54.11,39.22,40.49,16.49,27.9,82,27,6,1997,6/27/1997,fri
232,47.86,18.18,31.69,14.24,28,84,28,6,1997,6/28/1997,sat
267,36.62,9.31,23.66,21.17,28.2,86,29,6,1997,6/29/1997,sun
239,37.48,25.62,28.97,5.86,27.9,88,30,6,1997,6/30/1997,mon
247,45.03,17.1,31.49,1.74,26.5,94,1,7,1997,7/1/1997,tue
221,36.63,12.03,21.63,6.05,26.8,93,2,7,1997,7/2/1997,wed
223,46.63,22.06,23.9,NA,25.2,94,3,7,1997,7/3/1997,thur
228,42.44,16.29,32.51,7.05,27.2,89,4,7,1997,7/4/1997,fri
272,39.91,25.4,36.81,6.8,28.7,82,5,7,1997,7/5/1997,sat
238,43.46,22.76,33.15,6.36,27,87,6,7,1997,7/6/1997,sun
294,35.83,23.49,37.27,7.86,28.8,83,7,7,1997,7/7/1997,mon
249,39.76,19.73,35.7,5.99,28.6,83,8,7,1997,7/8/1997,tue
254,42.39,28.5,32.01,11.8,28.9,81,9,7,1997,7/9/1997,wed
222,44.37,33.29,28.78,9.61,27.6,86,10,7,1997,7/10/1997,thur
244,43.5,35.56,31.15,9.99,28.5,82,11,7,1997,7/11/1997,fri
229,30.02,14.87,23.55,14.55,29.4,80,12,7,1997,7/12/1997,sat
282,22.6,1.93,19.09,20.11,29.3,82,13,7,1997,7/13/1997,sun
298,26.4,4.03,18.92,18.17,28.5,84,14,7,1997,7/14/1997,mon
232,26.71,2.73,18.29,20.55,27.2,91,15,7,1997,7/15/1997,tue
246,30.25,3.18,16.45,NA,27,91,16,7,1997,7/16/1997,wed
223,36.58,9.79,18.09,10.24,26.5,90,17,7,1997,7/17/1997,thur
223,40.38,14.99,24.65,6.92,26.8,89,18,7,1997,7/18/1997,fri
218,40.63,8.58,28.92,1.55,25.7,96,19,7,1997,7/19/1997,sat
198,28.76,3.77,19.55,13.17,26.8,89,20,7,1997,7/20/1997,sun
253,29.58,5.1,23.54,15.55,28.3,85,21,7,1997,7/21/1997,mon
237,38.38,9.43,33.37,28.42,28.8,79,22,7,1997,7/22/1997,tue
248,51.88,39.17,34.69,18.24,28.5,76,23,7,1997,7/23/1997,wed
239,73.18,44.61,48.75,16.67,28.5,77,24,7,1997,7/24/1997,thur
193,79.72,34.8,59.95,11.92,28.4,80,25,7,1997,7/25/1997,fri
219,73.66,31.79,66.29,51.61,29.2,79,26,7,1997,7/26/1997,sat
198,44.11,23.38,33.51,31.55,29.5,76,27,7,1997,7/27/1997,sun
209,45.48,30.39,32.23,20.13,29.8,73,28,7,1997,7/28/1997,mon
230,41.51,12.95,38.13,16.11,29.5,78,29,7,1997,7/29/1997,tue
240,33.69,6.89,33.98,21.61,30.2,76,30,7,1997,7/30/1997,wed
218,29.1,4.19,30.2,20.99,29.6,80,31,7,1997,7/31/1997,thur
190,24.75,3.35,20.15,16.55,27.8,85,1,8,1997,8/1/1997,fri
165,15.29,2.25,14.21,25.59,26.3,92,2,8,1997,8/2/1997,sat
177,28.46,13.53,25.23,33.67,27.2,87,3,8,1997,8/3/1997,sun
220,31.61,32.5,31.79,15.3,28.8,83,4,8,1997,8/4/1997,mon
189,45.48,36.69,37.83,14.17,29.6,79,5,8,1997,8/5/1997,tue
172,39.85,23.09,34.27,18.49,29.9,79,6,8,1997,8/6/1997,wed
166,46.55,21.78,40.37,10.92,27.9,87,7,8,1997,8/7/1997,thur
189,48.85,32.33,34.79,6.3,26.6,89,8,8,1997,8/8/1997,fri
160,46.79,18.96,46.27,7.42,29.1,84,9,8,1997,8/9/1997,sat
177,42.51,13.15,35.97,15.49,29.1,83,10,8,1997,8/10/1997,sun
219,38.66,19.16,38.56,1.3,28.9,83,11,8,1997,8/11/1997,mon
183,45.41,21.23,36.93,2.74,28.1,86,12,8,1997,8/12/1997,tue
177,45.73,20.81,27.83,5.92,27.2,89,13,8,1997,8/13/1997,wed
186,49.18,13.58,35.92,13.05,27.7,90,14,8,1997,8/14/1997,thur
165,58.26,24.48,43.21,19.05,29,81,15,8,1997,8/15/1997,fri
153,101.92,43.69,89.66,26.86,27.8,87,16,8,1997,8/16/1997,sat
180,82.57,24.98,61.85,48.05,28.6,78,17,8,1997,8/17/1997,sun
197,70.37,24.89,73.84,86.3,29.9,66,18,8,1997,8/18/1997,mon
231,125.79,79.26,143.04,123.74,30.1,66,19,8,1997,8/19/1997,tue
218,67.56,19.09,81.44,77.99,29.5,75,20,8,1997,8/20/1997,wed
180,33.93,4.88,22.77,28.17,27.3,83,21,8,1997,8/21/1997,thur
178,35.41,3.11,26.75,23.86,26.4,92,22,8,1997,8/22/1997,fri
149,38.42,6.58,33.69,25.86,27.8,88,23,8,1997,8/23/1997,sat
187,41.01,5.21,23.57,19.05,26.7,93,24,8,1997,8/24/1997,sun
204,38.48,5.75,23,24.17,27.5,89,25,8,1997,8/25/1997,mon
161,34.18,5.19,19.68,28.86,27.6,85,26,8,1997,8/26/1997,tue
198,37.32,5.29,28.25,29.05,27.8,83,27,8,1997,8/27/1997,wed
179,74.67,22.59,53.71,81.17,29.1,78,28,8,1997,8/28/1997,thur
173,103.54,61.33,102.57,123.74,30.3,74,29,8,1997,8/29/1997,fri
199,73.71,49.27,84.8,45.8,30.5,77,30,8,1997,8/30/1997,sat
188,30.08,10.14,20.75,21.8,29.7,78,31,8,1997,8/31/1997,sun
223,33.86,21.27,23.37,17.51,29.7,76,1,9,1997,9/1/1997,mon
190,44.37,19.53,25.75,13.67,29,79,2,9,1997,9/2/1997,tue
192,61.46,48.03,38.73,7.61,27.7,84,3,9,1997,9/3/1997,wed
173,91.12,83.57,91.18,32.11,27.3,79,4,9,1997,9/4/1997,thur
161,90.41,51.66,88.91,73.17,28.3,71,5,9,1997,9/5/1997,fri
164,72.86,23.95,70.86,64.3,28.9,76,6,9,1997,9/6/1997,sat
190,46.11,7.89,18.36,5.67,25.6,94,7,9,1997,9/7/1997,sun
210,53.36,35.05,28.29,8.55,26.5,87,8,9,1997,9/8/1997,mon
217,50.97,34.1,27.88,12.74,27.8,81,9,9,1997,9/9/1997,tue
168,62.16,32.21,37.29,19.4,28.2,79,10,9,1997,9/10/1997,wed
187,92.38,41.23,51.73,27.36,28.4,77,11,9,1997,9/11/1997,thur
167,77.26,41.8,47.79,27.61,28.5,79,12,9,1997,9/12/1997,fri
163,79.42,36.66,50.68,25.92,28.7,78,13,9,1997,9/13/1997,sat
182,63.85,13.53,55.22,64.49,27.4,78,14,9,1997,9/14/1997,sun
199,85.52,28.24,72.75,28.07,27.7,79,15,9,1997,9/15/1997,mon
140,65.61,13.21,66.69,39.36,27.3,80,16,9,1997,9/16/1997,tue
187,50.02,5.37,54,66.61,27.1,78,17,9,1997,9/17/1997,wed
217,69.23,13.43,58.99,37.74,26.7,83,18,9,1997,9/18/1997,thur
174,59.62,8.24,58.13,45.86,26.5,83,19,9,1997,9/19/1997,fri
182,59.07,5.86,71.26,63.8,26.7,82,20,9,1997,9/20/1997,sat
166,46.88,3.53,18.32,24.92,21.6,83,21,9,1997,9/21/1997,sun
199,57.43,8.84,39.57,32.67,23.7,75,22,9,1997,9/22/1997,mon
202,53.43,7.37,54.43,59.86,25.6,74,23,9,1997,9/23/1997,tue
217,52.61,5.77,52.47,89.67,26,73,24,9,1997,9/24/1997,wed
195,65.45,13.4,49.41,55.42,26.5,75,25,9,1997,9/25/1997,thur
182,55.49,8.82,42.72,31.99,25.4,67,26,9,1997,9/26/1997,fri
156,54.19,7.54,52.22,48.17,24,59,27,9,1997,9/27/1997,sat
150,43.8,4.17,28.12,19.86,21.5,77,28,9,1997,9/28/1997,sun
229,65.4,6.1,23.33,1.9,21.1,93,29,9,1997,9/29/1997,mon
185,65.54,5.85,24.01,5.05,22.8,96,30,9,1997,9/30/1997,tue
171,55.76,4.56,32.17,48.74,25.1,86,1,10,1997,10/1/1997,wed
198,56.35,4.95,31.52,56.99,26.3,83,2,10,1997,10/2/1997,thur
196,52.14,4.81,35.54,34.74,25.9,87,3,10,1997,10/3/1997,fri
193,56.71,14.73,41.32,17.92,27.2,86,4,10,1997,10/4/1997,sat
178,61.73,14.87,42.52,51.17,27.1,83,5,10,1997,10/5/1997,sun
196,56.38,6.91,39.96,51.05,26.1,85,6,10,1997,10/6/1997,mon
192,66.3,8.5,54.23,40.49,26.7,80,7,10,1997,10/7/1997,tue
162,58.49,5.58,57.14,34.24,26.2,80,8,10,1997,10/8/1997,wed
204,73.17,8.13,82.48,76.74,25.9,87,9,10,1997,10/9/1997,thur
173,69.22,15.09,75.72,44.61,26.8,81,10,10,1997,10/10/1997,fri
160,81.75,18.08,88.16,49.42,27,86,11,10,1997,10/11/1997,sat
173,58.5,5.17,56.08,59.36,26.1,90,12,10,1997,10/12/1997,sun
211,70.84,7.64,60.44,56.61,26.4,83,13,10,1997,10/13/1997,mon
190,84.2,13.08,68.27,50.92,26.5,81,14,10,1997,10/14/1997,tue
192,73.97,14.89,56.32,30.49,27,81,15,10,1997,10/15/1997,wed
210,71,12.24,55.22,55.05,27.2,81,16,10,1997,10/16/1997,thur
162,59.82,5.63,47.62,41.92,26.7,85,17,10,1997,10/17/1997,fri
183,64.19,6.9,42.1,40.49,25.8,86,18,10,1997,10/18/1997,sat
177,67.46,10.51,61.58,70.05,26.5,79,19,10,1997,10/19/1997,sun
211,101.49,40.69,106.29,91.11,27,79,20,10,1997,10/20/1997,mon
191,114.34,82.81,154.16,68.92,27.9,79,21,10,1997,10/21/1997,tue
190,103.09,53.7,124.84,84.55,27.8,82,22,10,1997,10/22/1997,wed
204,83.51,27.85,100.49,55.3,27.2,85,23,10,1997,10/23/1997,thur
189,63.25,7.94,62.89,57.99,26.7,80,24,10,1997,10/24/1997,fri
170,59.41,6.19,69.61,70.8,26.1,75,25,10,1997,10/25/1997,sat
183,52.35,6.29,65.66,65.24,25.8,75,26,10,1997,10/26/1997,sun
204,53.47,7.61,54.15,45.99,23.1,67,27,10,1997,10/27/1997,mon
188,57.24,8.88,59.16,19.99,21,70,28,10,1997,10/28/1997,tue
196,67.08,8.42,54.84,59.11,22.8,63,29,10,1997,10/29/1997,wed
212,73.9,12.29,69.69,64.55,23.2,53,30,10,1997,10/30/1997,thur
177,71.24,15.63,79.53,67.11,22,46,31,10,1997,10/31/1997,fri
171,76.67,17.28,89.99,77.3,20.9,49,1,11,1997,11/1/1997,sat
